block_id,eid,Education,Experience,Position,SalaryBand,probability
1,1,Masters,0-15,Junior,70k-100k,0.5909090909090908
1,1,Masters,15-30+,Junior,70k-100k,0.10909090909090907
1,1,PhD,0-15,Junior,70k-100k,0.2532467532467533
1,1,PhD,15-30+,Junior,70k-100k,0.046753246753246755
2,2,Masters,15-30+,Senior,101k-120k,0.7
2,2,PhD,15-30+,Senior,101k-120k,0.30000000000000004
3,3,Masters,0-15,Junior,70k-100k,0.8441558441558441
3,3,Masters,15-30+,Junior,70k-100k,0.15584415584415584
4,4,Masters,0-15,Senior,101k-120k,0.35000000000000003
4,4,Masters,0-15,Senior,121k+,0.196
4,4,Masters,0-15,Senior,70k-100k,0.154
4,4,PhD,0-15,Senior,101k-120k,0.15000000000000002
4,4,PhD,0-15,Senior,121k+,0.084
4,4,PhD,0-15,Senior,70k-100k,0.066
5,5,Masters,0-15,Senior,121k+,1.0
6,6,Masters,0-15,Senior,101k-120k,0.7
6,6,PhD,0-15,Senior,101k-120k,0.3
7,7,Masters,15-30+,Senior,70k-100k,0.7
7,7,PhD,15-30+,Senior,70k-100k,0.3
8,8,PhD,0-15,Junior,101k-120k,0.8441558441558442
8,8,PhD,15-30+,Junior,101k-120k,0.15584415584415584
9,9,Masters,15-30+,Senior,121k+,0.7
9,9,PhD,15-30+,Senior,121k+,0.3
10,10,PhD,0-15,Senior,121k+,1.0
11,11,Masters,0-15,Senior,101k-120k,1.0
12,12,PhD,0-15,Senior,70k-100k,1.0
13,13,Masters,15-30+,Senior,101k-120k,0.7
13,13,PhD,15-30+,Senior,101k-120k,0.30000000000000004
14,14,Masters,0-15,Manager,121k+,0.6999999999999998
14,14,PhD,0-15,Manager,121k+,0.30000000000000004
15,15,PhD,0-15,Manager,101k-120k,0.24480519480519478
15,15,PhD,0-15,Manager,121k+,0.5487012987012987
15,15,PhD,0-15,Manager,70k-100k,0.05064935064935065
15,15,PhD,15-30+,Manager,101k-120k,0.045194805194805183
15,15,PhD,15-30+,Manager,121k+,0.1012987012987013
15,15,PhD,15-30+,Manager,70k-100k,0.00935064935064935
16,16,Masters,15-30+,Senior,101k-120k,1.0
17,17,Masters,15-30+,Senior,70k-100k,1.0
18,18,PhD,0-15,Junior,70k-100k,1.0
19,19,Masters,15-30+,Senior,101k-120k,0.7
19,19,PhD,15-30+,Senior,101k-120k,0.30000000000000004
20,20,Masters,0-15,Manager,101k-120k,0.24480519480519478
20,20,Masters,0-15,Manager,121k+,0.5487012987012987
20,20,Masters,0-15,Manager,70k-100k,0.050649350649350645
20,20,Masters,15-30+,Manager,101k-120k,0.045194805194805183
20,20,Masters,15-30+,Manager,121k+,0.10129870129870129
20,20,Masters,15-30+,Manager,70k-100k,0.00935064935064935
21,21,Masters,15-30+,Manager,121k+,0.7
21,21,PhD,15-30+,Manager,121k+,0.3000000000000001
22,22,Masters,0-15,Senior,101k-120k,0.7
22,22,PhD,0-15,Senior,101k-120k,0.3
23,23,Masters,15-30+,Manager,121k+,0.7
23,23,PhD,15-30+,Manager,121k+,0.3000000000000001
24,24,Masters,0-15,Junior,101k-120k,1.0
25,25,PhD,0-15,Senior,121k+,1.0
26,26,PhD,0-15,Manager,101k-120k,0.29
26,26,PhD,0-15,Manager,121k+,0.6499999999999999
26,26,PhD,0-15,Manager,70k-100k,0.06
27,27,Masters,0-15,Senior,121k+,1.0
28,28,Masters,0-15,Senior,121k+,1.0
29,29,Masters,15-30+,Senior,101k-120k,0.7
29,29,PhD,15-30+,Senior,101k-120k,0.30000000000000004
30,30,Masters,15-30+,Junior,70k-100k,1.0
31,31,Masters,15-30+,Manager,101k-120k,0.20299999999999996
31,31,Masters,15-30+,Manager,121k+,0.4549999999999999
31,31,Masters,15-30+,Manager,70k-100k,0.041999999999999996
31,31,PhD,15-30+,Manager,101k-120k,0.08700000000000001
31,31,PhD,15-30+,Manager,121k+,0.19500000000000003
31,31,PhD,15-30+,Manager,70k-100k,0.018
32,32,Masters,0-15,Senior,121k+,1.0
33,33,PhD,15-30+,Manager,101k-120k,0.29
33,33,PhD,15-30+,Manager,121k+,0.65
33,33,PhD,15-30+,Manager,70k-100k,0.060000000000000005
34,34,Masters,15-30+,Manager,101k-120k,1.0
35,35,Masters,0-15,Junior,70k-100k,1.0
36,36,Masters,0-15,Senior,121k+,0.7
36,36,PhD,0-15,Senior,121k+,0.30000000000000004
37,37,Masters,0-15,Junior,101k-120k,0.161
37,37,Masters,0-15,Junior,121k+,0.035
37,37,Masters,0-15,Junior,70k-100k,0.504
37,37,PhD,0-15,Junior,101k-120k,0.06900000000000002
37,37,PhD,0-15,Junior,121k+,0.015000000000000005
37,37,PhD,0-15,Junior,70k-100k,0.21600000000000005
38,38,Masters,15-30+,Senior,70k-100k,1.0
39,39,Masters,0-15,Manager,101k-120k,1.0
40,40,PhD,0-15,Senior,101k-120k,1.0
41,41,Masters,0-15,Senior,121k+,0.7
41,41,PhD,0-15,Senior,121k+,0.30000000000000004
42,42,Masters,15-30+,Senior,70k-100k,1.0
43,43,Masters,0-15,Manager,121k+,0.6999999999999998
43,43,PhD,0-15,Manager,121k+,0.30000000000000004
44,44,Masters,0-15,Junior,70k-100k,0.7
44,44,PhD,0-15,Junior,70k-100k,0.3000000000000001
45,45,Masters,0-15,Junior,101k-120k,1.0
46,46,Masters,0-15,Manager,101k-120k,0.8441558441558441
46,46,Masters,15-30+,Manager,101k-120k,0.15584415584415584
47,47,Masters,0-15,Junior,70k-100k,1.0
48,48,Masters,0-15,Manager,101k-120k,0.29
48,48,Masters,0-15,Manager,121k+,0.65
48,48,Masters,0-15,Manager,70k-100k,0.06
49,49,Masters,0-15,Senior,101k-120k,0.5
49,49,Masters,0-15,Senior,121k+,0.28
49,49,Masters,0-15,Senior,70k-100k,0.21999999999999997
50,50,Masters,0-15,Senior,121k+,0.5909090909090909
50,50,Masters,15-30+,Senior,121k+,0.10909090909090909
50,50,PhD,0-15,Senior,121k+,0.2532467532467532
50,50,PhD,15-30+,Senior,121k+,0.04675324675324676
51,51,Masters,0-15,Senior,121k+,0.7
51,51,PhD,0-15,Senior,121k+,0.30000000000000004
52,52,Masters,15-30+,Senior,121k+,1.0
53,53,Masters,15-30+,Senior,101k-120k,0.5
53,53,Masters,15-30+,Senior,121k+,0.28
53,53,Masters,15-30+,Senior,70k-100k,0.22000000000000003
54,54,PhD,0-15,Senior,101k-120k,1.0
55,55,Masters,0-15,Junior,70k-100k,0.8441558441558441
55,55,Masters,15-30+,Junior,70k-100k,0.15584415584415584
56,56,Masters,0-15,Manager,121k+,0.8441558441558441
56,56,Masters,15-30+,Manager,121k+,0.15584415584415584
57,57,Masters,0-15,Manager,121k+,0.8441558441558441
57,57,Masters,15-30+,Manager,121k+,0.15584415584415584
58,58,Masters,0-15,Manager,121k+,0.5909090909090908
58,58,Masters,15-30+,Manager,121k+,0.10909090909090907
58,58,PhD,0-15,Manager,121k+,0.2532467532467533
58,58,PhD,15-30+,Manager,121k+,0.04675324675324676
59,59,Masters,0-15,Junior,70k-100k,1.0
60,60,Masters,15-30+,Manager,121k+,0.7
60,60,PhD,15-30+,Manager,121k+,0.3000000000000001
61,61,Masters,0-15,Senior,101k-120k,0.8441558441558442
61,61,Masters,15-30+,Senior,101k-120k,0.15584415584415584
62,62,PhD,0-15,Junior,70k-100k,0.8441558441558441
62,62,PhD,15-30+,Junior,70k-100k,0.15584415584415584
63,63,PhD,15-30+,Manager,101k-120k,1.0
64,64,Masters,0-15,Senior,121k+,0.7
64,64,PhD,0-15,Senior,121k+,0.30000000000000004
65,65,PhD,0-15,Manager,101k-120k,0.29
65,65,PhD,0-15,Manager,121k+,0.6499999999999999
65,65,PhD,0-15,Manager,70k-100k,0.06
66,66,Masters,0-15,Junior,101k-120k,1.0
67,67,Masters,0-15,Senior,101k-120k,1.0
68,68,Masters,0-15,Manager,101k-120k,0.29
68,68,Masters,0-15,Manager,121k+,0.65
68,68,Masters,0-15,Manager,70k-100k,0.06
69,69,Masters,15-30+,Senior,121k+,1.0
70,70,Masters,15-30+,Junior,70k-100k,0.7
70,70,PhD,15-30+,Junior,70k-100k,0.30000000000000004
