block_id,Education,Experience,Position,SalaryBand,probability,DefaultSalary
1,Masters,15-30+,Senior,101k-120k,0.5,105000
1,Masters,15-30+,Senior,121k+,0.28,105000
1,Masters,15-30+,Senior,70k-100k,0.22000000000000003,105000
2,Masters,0-15,Senior,121k+,0.8441558441558441,135000
2,Masters,15-30+,Senior,121k+,0.15584415584415584,135000
3,Masters,0-15,Junior,70k-100k,0.5909090909090908,78000
3,Masters,15-30+,Junior,70k-100k,0.10909090909090907,78000
3,PhD,0-15,Junior,70k-100k,0.2532467532467533,78000
3,PhD,15-30+,Junior,70k-100k,0.046753246753246755,78000
4,Masters,0-15,Junior,101k-120k,0.8441558441558441,105000
4,Masters,15-30+,Junior,101k-120k,0.15584415584415584,105000
5,Masters,0-15,Junior,101k-120k,0.13590909090909095,72000
5,Masters,0-15,Junior,121k+,0.029545454545454552,72000
5,Masters,0-15,Junior,70k-100k,0.4254545454545455,72000
5,Masters,15-30+,Junior,101k-120k,0.02509090909090909,72000
5,Masters,15-30+,Junior,121k+,0.005454545454545455,72000
5,Masters,15-30+,Junior,70k-100k,0.07854545454545454,72000
5,PhD,0-15,Junior,101k-120k,0.05824675324675327,72000
5,PhD,0-15,Junior,121k+,0.012662337662337668,72000
5,PhD,0-15,Junior,70k-100k,0.1823376623376624,72000
5,PhD,15-30+,Junior,101k-120k,0.010753246753246756,72000
5,PhD,15-30+,Junior,121k+,0.0023376623376623385,72000
5,PhD,15-30+,Junior,70k-100k,0.03366233766233767,72000
6,Masters,0-15,Senior,121k+,1.0,135000
7,Masters,15-30+,Manager,121k+,0.7,128000
7,PhD,15-30+,Manager,121k+,0.3000000000000001,128000
8,Masters,0-15,Senior,70k-100k,0.7000000000000001,80000
8,PhD,0-15,Senior,70k-100k,0.3,80000
9,Masters,0-15,Senior,101k-120k,1.0,111000
10,Masters,0-15,Senior,121k+,0.5909090909090909,135000
10,Masters,15-30+,Senior,121k+,0.10909090909090909,135000
10,PhD,0-15,Senior,121k+,0.2532467532467532,135000
10,PhD,15-30+,Senior,121k+,0.04675324675324676,135000
11,Masters,15-30+,Junior,101k-120k,0.6999999999999998,102000
11,PhD,15-30+,Junior,101k-120k,0.30000000000000004,102000
12,Masters,15-30+,Senior,101k-120k,0.5,107000
12,Masters,15-30+,Senior,121k+,0.28,107000
12,Masters,15-30+,Senior,70k-100k,0.22000000000000003,107000
13,Masters,0-15,Senior,121k+,0.8441558441558441,135000
13,Masters,15-30+,Senior,121k+,0.15584415584415584,135000
14,Masters,0-15,Senior,101k-120k,0.5,128000
14,Masters,0-15,Senior,121k+,0.28,128000
14,Masters,0-15,Senior,70k-100k,0.21999999999999997,128000
15,Masters,0-15,Junior,101k-120k,0.5909090909090909,105000
15,Masters,15-30+,Junior,101k-120k,0.10909090909090909,105000
15,PhD,0-15,Junior,101k-120k,0.25324675324675333,105000
15,PhD,15-30+,Junior,101k-120k,0.04675324675324676,105000
16,Masters,0-15,Manager,121k+,1.0,145000
17,Masters,0-15,Senior,70k-100k,0.5909090909090909,74000
17,Masters,15-30+,Senior,70k-100k,0.10909090909090906,74000
17,PhD,0-15,Senior,70k-100k,0.2532467532467532,74000
17,PhD,15-30+,Senior,70k-100k,0.046753246753246755,74000
18,Masters,0-15,Senior,101k-120k,1.0,102000
19,Masters,0-15,Senior,121k+,1.0,128000
20,Masters,15-30+,Senior,101k-120k,1.0,105000
21,PhD,0-15,Senior,101k-120k,0.8441558441558441,114000
21,PhD,15-30+,Senior,101k-120k,0.15584415584415584,114000
22,Masters,0-15,Senior,121k+,0.8441558441558441,135000
22,Masters,15-30+,Senior,121k+,0.15584415584415584,135000
23,Masters,0-15,Senior,70k-100k,0.7000000000000001,72000
23,PhD,0-15,Senior,70k-100k,0.3,72000
24,PhD,15-30+,Senior,70k-100k,1.0,78000
25,Masters,0-15,Junior,101k-120k,0.19415584415584414,107000
25,Masters,0-15,Junior,121k+,0.04220779220779221,107000
25,Masters,0-15,Junior,70k-100k,0.6077922077922078,107000
25,Masters,15-30+,Junior,101k-120k,0.035844155844155845,107000
25,Masters,15-30+,Junior,121k+,0.007792207792207792,107000
25,Masters,15-30+,Junior,70k-100k,0.11220779220779219,107000
26,Masters,0-15,Junior,101k-120k,0.7,111000
26,PhD,0-15,Junior,101k-120k,0.30000000000000004,111000
27,Masters,0-15,Junior,101k-120k,0.7,105000
27,PhD,0-15,Junior,101k-120k,0.30000000000000004,105000
28,Masters,0-15,Senior,101k-120k,0.42207792207792205,76000
28,Masters,0-15,Senior,121k+,0.2363636363636364,76000
28,Masters,0-15,Senior,70k-100k,0.18571428571428572,76000
28,Masters,15-30+,Senior,101k-120k,0.07792207792207792,76000
28,Masters,15-30+,Senior,121k+,0.04363636363636364,76000
28,Masters,15-30+,Senior,70k-100k,0.03428571428571429,76000
29,PhD,0-15,Manager,101k-120k,0.29,114000
29,PhD,0-15,Manager,121k+,0.6499999999999999,114000
29,PhD,0-15,Manager,70k-100k,0.06,114000
30,Masters,0-15,Senior,70k-100k,0.7000000000000001,76000
30,PhD,0-15,Senior,70k-100k,0.3,76000
31,Masters,0-15,Senior,70k-100k,1.0,72000
32,PhD,0-15,Senior,101k-120k,0.5,105000
32,PhD,0-15,Senior,121k+,0.28,105000
32,PhD,0-15,Senior,70k-100k,0.21999999999999997,105000
33,Masters,0-15,Junior,101k-120k,0.161,105000
33,Masters,0-15,Junior,121k+,0.035,105000
33,Masters,0-15,Junior,70k-100k,0.504,105000
33,PhD,0-15,Junior,101k-120k,0.06900000000000002,105000
33,PhD,0-15,Junior,121k+,0.015000000000000005,105000
33,PhD,0-15,Junior,70k-100k,0.21600000000000005,105000
34,Masters,0-15,Junior,70k-100k,0.7,76000
34,PhD,0-15,Junior,70k-100k,0.3000000000000001,76000
35,Masters,15-30+,Manager,101k-120k,0.29,140000
35,Masters,15-30+,Manager,121k+,0.6500000000000001,140000
35,Masters,15-30+,Manager,70k-100k,0.060000000000000005,140000
36,Masters,0-15,Junior,70k-100k,0.7,74000
36,PhD,0-15,Junior,70k-100k,0.3000000000000001,74000
37,PhD,0-15,Junior,70k-100k,0.8441558441558441,84000
